delivery,latitude,longitude,outdoor sitting,alcohol,payment types,parking lot,business id,name,state,take out,stars,category,,,,,,,,,
FALSE,35.1998669,-80.8255327,TRUE,none,,TRUE,1848,Taipei Express,NC,TRUE,3.5,['Chinese', 'Restaurants'],,,,,,,,
FALSE,35.197518,-80.825545,FALSE,full_bar,,TRUE,1730,Primo Tuscan Grille,NC,TRUE,2.5,['Restaurants', 'Italian'],,,,,,,,
,35.197532,-80.826105,FALSE,,,,1863,Boston Market,NC,TRUE,3,['American (Traditional)', 'Comfort Food', 'Caterers', 'Event Planning & Services', 'Restaurants'],,,,,
FALSE,35.2024249,-80.8246471,FALSE,beer_and_wine,,TRUE,2056,Laurel Market,NC,TRUE,4.5,['Delis', 'Sandwiches', 'Restaurants'],,,,,,,
FALSE,35.1866976,-80.8218471,FALSE,full_bar,,TRUE,1988,Providence Road Sundries,NC,TRUE,3.5,['Bars', 'American (Traditional)', 'Pool Halls', 'Nightlife', 'Sports Bars', 'Restaurants'],,,,
,35.196834,-80.826089,TRUE,full_bar,,TRUE,1986,Providence Cafe,NC,TRUE,3,['American (New)', 'Restaurants'],,,,,,,,
FALSE,35.19508,-80.825792,TRUE,full_bar,,TRUE,1875,Wolfman Pizza,NC,TRUE,3.5,['Pizza', 'Restaurants'],,,,,,,,
FALSE,35.171825,-80.847662,TRUE,beer_and_wine,,TRUE,1878,Qdoba Mexican Grill,NC,TRUE,3.5,['Fast Food', 'Mexican', 'Restaurants'],,,,,,,
FALSE,35.174639,-80.839013,TRUE,full_bar,,TRUE,1730,Selwyn Avenue Pub,NC,TRUE,3.5,['Pubs', 'Bars', 'Nightlife', 'Restaurants'],,,,,,
FALSE,35.1708615,-80.8496225,TRUE,beer_and_wine,,TRUE,2047,The Roasting Company,NC,TRUE,4,['Southern', 'Chicken Wings', 'Restaurants'],,,,,,,
,35.1726616,-80.8510327,,,,,2024,Wendy's,NC,TRUE,2.5,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
FALSE,35.17868908,-80.87646859,FALSE,none,,TRUE,1744,Skyland Family Restaurant,NC,TRUE,3.5,['American (Traditional)', 'Restaurants'],,,,,,,,
,35.189661,-80.874991,,none,,FALSE,2091,Pizza Hut,NC,TRUE,1.5,['Italian', 'Pizza', 'Chicken Wings', 'Restaurants'],,,,,,
,35.171225,-80.845962,FALSE,,,FALSE,1936,Taco Bell,NC,TRUE,2,['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants'],,,,,,
FALSE,35.1707346,-80.8469636,FALSE,beer_and_wine,,TRUE,1971,Luisa's Brick Oven,NC,TRUE,4,['Pizza', 'Restaurants'],,,,,,,,
TRUE,35.19747,-80.868984,TRUE,full_bar,,TRUE,1996,Greystone Restaurant Tap Room,NC,TRUE,3,['Southern', 'Restaurants'],,,,,,,,
,35.170972,-80.848663,TRUE,full_bar,,FALSE,1911,The Press Box,NC,,3,['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife'],,,,,
,35.1706933,-80.8501723,FALSE,,,FALSE,1926,Ole Smokehouse 1,NC,TRUE,4,['Barbeque', 'Restaurants'],,,,,,,,
FALSE,35.171028,-80.849435,FALSE,,,FALSE,1884,Lai Lai Express,NC,TRUE,3.5,['Chinese', 'Restaurants'],,,,,,,,
,35.172475,-80.850458,FALSE,none,,,1834,McDonald's,NC,TRUE,2,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
FALSE,35.179294,-80.876098,FALSE,full_bar,,TRUE,1905,Beef & Bottle,NC,FALSE,3.5,['Seafood', 'Steakhouses', 'Restaurants'],,,,,,,
TRUE,35.170843,-80.849738,FALSE,full_bar,,FALSE,2028,Jeff's Bucket Shop,NC,FALSE,3.5,['Dive Bars', 'Bars', 'Nightlife', 'Karaoke', 'Restaurants'],,,,,
FALSE,35.1987634,-80.8677726,TRUE,none,,,1900,Burger King,NC,TRUE,1,['Burgers', 'Restaurants'],,,,,,,,
FALSE,35.1707339,-80.8469625,TRUE,none,,TRUE,2035,Bedder Bedder & Moore,NC,TRUE,3.5,['Delis', 'Restaurants'],,,,,,,,
FALSE,35.175014,-80.849069,TRUE,full_bar,,TRUE,1952,Sir Edmond Halley's,NC,TRUE,3.5,['Pubs', 'Bars', 'Fish & Chips', 'Nightlife', 'Restaurants'],,,,,
FALSE,35.173305,-80.847779,TRUE,none,,TRUE,1835,Bruegger's Bagels,NC,TRUE,3.5,['Bakeries', 'Food', 'Bagels', 'Sandwiches', 'Breakfast & Brunch', 'Restaurants'],,,,
FALSE,35.1753925,-80.8510185,FALSE,none,,TRUE,1852,Carolina Soda Shoppe,NC,TRUE,3.5,['American (Traditional)', 'Restaurants'],,,,,,,,
FALSE,35.160545,-80.850103,TRUE,full_bar,,TRUE,1895,Portofino,NC,TRUE,4,['Restaurants', 'Pizza', 'Italian'],,,,,,,
FALSE,35.171662,-80.849894,TRUE,none,,FALSE,1870,Chick-fil-A,NC,TRUE,4,['Fast Food', 'Restaurants'],,,,,,,,
FALSE,35.15475,-80.836843,TRUE,full_bar,,TRUE,2002,Village Tavern,NC,TRUE,3.5,['American (Traditional)', 'Restaurants'],,,,,,,,
FALSE,35.171736,-80.847091,FALSE,full_bar,,TRUE,1869,Sushi 101,NC,TRUE,3.5,['Sushi Bars', 'Japanese', 'Restaurants'],,,,,,,
FALSE,35.1716684,-80.8492639,TRUE,none,,TRUE,2044,Jason's Deli,NC,TRUE,3.5,['Delis', 'Restaurants'],,,,,,,,
FALSE,35.1755353,-80.7979032,FALSE,none,,,1928,Jack in the Box,NC,TRUE,1.5,['Burgers', 'American (Traditional)', 'Fast Food', 'Sandwiches', 'Restaurants'],,,,,
FALSE,35.15652113,-80.79465866,TRUE,full_bar,,TRUE,2021,Red Rocks Cafe Bar & Bakery,NC,TRUE,4,['Bakeries', 'Bars', 'Food', 'Cafes', 'Nightlife', 'Restaurants'],,,,
FALSE,35.156539,-80.794655,FALSE,beer_and_wine,,TRUE,1860,Thai Orchid Restaurant,NC,TRUE,3.5,['Thai', 'Restaurants'],,,,,,,,
,35.1717924,-80.8071925,TRUE,full_bar,,TRUE,1751,Hotel Charlotte Restaurant,NC,TRUE,4,['Cajun/Creole', 'Restaurants'],,,,,,,,
FALSE,35.1771805,-80.7990213,TRUE,none,,TRUE,1967,Chick-fil-A Cotswold,NC,TRUE,4,['Fast Food', 'Restaurants'],,,,,,,,
FALSE,35.176381,-80.797592,,none,,FALSE,1960,Wendy's,NC,,2.5,['Burgers', 'Hot Dogs', 'Restaurants'],,,,,,,
,35.1766137,-80.7987155,FALSE,none,,FALSE,1906,Bojangles' Famous Chicken 'n Biscuits,NC,TRUE,3,['Fast Food', 'Restaurants'],,,,,,,,
FALSE,35.153939,-80.8317551,TRUE,none,,FALSE,1989,Villa Pizza,NC,TRUE,2.5,['Pizza', 'Restaurants'],,,,,,,,
FALSE,35.177439,-80.798697,FALSE,full_bar,,TRUE,1958,Shun Lee Palace,NC,TRUE,2.5,['Chinese', 'Restaurants'],,,,,,,,
FALSE,35.156539,-80.794655,TRUE,none,,TRUE,1815,Phil's Deli,NC,TRUE,4,['Delis', 'Restaurants', 'Event Planning & Services', 'Caterers'],,,,,,
FALSE,35.1539441,-80.8318189,FALSE,,,FALSE,1760,Showmars Restaurant,NC,TRUE,2.5,['Fast Food', 'Restaurants'],,,,,,,,
FALSE,35.156338,-80.831878,TRUE,full_bar,,TRUE,1959,Toscana,NC,FALSE,4,['Restaurants', 'Italian'],,,,,,,,
,35.151339,-80.8246628,TRUE,full_bar,,TRUE,1925,Noble's Restaurant,NC,FALSE,4,['American (Traditional)', 'Restaurants'],,,,,,,,
,35.311832,-80.713039,FALSE,,,,1794,Wendy's,NC,TRUE,2,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
FALSE,35.3134626,-80.7018496,FALSE,none,,FALSE,1915,Cici's Pizza,NC,TRUE,3.5,['Pizza', 'Restaurants'],,,,,,,,
FALSE,35.2942582,-80.7400194,FALSE,full_bar,,TRUE,1939,Kabuto Japanese Steak House & Sushi Bar,NC,TRUE,3.5,['Sushi Bars', 'Japanese', 'Restaurants'],,,,,,,
,35.306149,-80.722771,,,,FALSE,1885,Arby's,NC,TRUE,2.5,['Fast Food', 'Restaurants'],,,,,,,,
FALSE,35.295242,-80.740235,TRUE,none,,TRUE,2039,Akropolis Cafe,NC,TRUE,2.5,['Greek', 'Cafes', 'Mediterranean', 'Restaurants'],,,,,,
FALSE,35.3061482,-80.7238344,FALSE,none,,FALSE,1837,Toppers Pizza,NC,TRUE,4,['Pizza', 'Restaurants'],,,,,,,,
,35.307129,-80.720898,FALSE,none,,FALSE,2015,Hanaya Garden,NC,TRUE,4,['Japanese', 'Restaurants'],,,,,,,,
,35.295564,-80.74114,FALSE,none,,FALSE,1850,Hardee's,NC,TRUE,2.5,['Burgers', 'Hot Dogs', 'Restaurants'],,,,,,,
FALSE,35.296079,-80.738818,TRUE,,,,2087,Subway,NC,TRUE,4,['Fast Food', 'Sandwiches', 'Restaurants'],,,,,,,
,35.312455,-80.713534,FALSE,none,,FALSE,1852,Little Caesar's Pizza,NC,TRUE,2.5,['Pizza', 'Restaurants'],,,,,,,,
FALSE,35.295757,-80.741677,TRUE,full_bar,,TRUE,1817,O'Charley's,NC,TRUE,3,['Breakfast & Brunch', 'American (Traditional)', 'Restaurants'],,,,,,,
FALSE,35.2941686,-80.7397847,TRUE,full_bar,,TRUE,1931,Monterrey Mexican Restaurant,NC,TRUE,3.5,['Mexican', 'Restaurants'],,,,,,,,
FALSE,35.307129,-80.720898,FALSE,none,,FALSE,1783,US Subs,NC,TRUE,3.5,['Delis', 'Sandwiches', 'Restaurants'],,,,,,,
FALSE,35.256238,-80.7911396,FALSE,,,TRUE,1913,Dragon Court,NC,TRUE,3.5,['Dim Sum', 'Chinese', 'Restaurants'],,,,,,,
FALSE,35.258676,-80.789827,FALSE,beer_and_wine,,FALSE,2088,Taqueria Guadalajara,NC,TRUE,3.5,['Mexican', 'Restaurants'],,,,,,,,
FALSE,35.254686,-80.793515,FALSE,none,,TRUE,1918,Dino's Family Restaurant,NC,TRUE,4.5,['Breakfast & Brunch', 'Restaurants'],,,,,,,,
FALSE,35.2754724,-80.7937639,FALSE,none,,FALSE,1820,Bojangles' Famous Chicken 'n Biscuits,NC,TRUE,2.5,['American (New)', 'Restaurants'],,,,,,,,
FALSE,35.2778803,-80.7658457,FALSE,beer_and_wine,,TRUE,1821,Old Hickory House Restaurant,NC,TRUE,3.5,['Food', 'Specialty Food', 'Barbeque', 'Restaurants'],,,,,,
FALSE,35.294233,-80.74315,,none,,FALSE,2008,Boston Market,NC,TRUE,2,['American (Traditional)', 'Comfort Food', 'Caterers', 'Event Planning & Services', 'Restaurants'],,,,,
,35.278121,-80.766662,,none,,,1850,Pizza Hut,NC,TRUE,1,['Pizza', 'Restaurants'],,,,,,,,
FALSE,35.278441,-80.766582,FALSE,none,,FALSE,1788,Grandma's Country Kitchen,NC,TRUE,4,['Southern', 'Restaurants'],,,,,,,,
FALSE,35.2586311,-80.77742,FALSE,beer_and_wine,,TRUE,1933,Tryon House Restaurant,NC,TRUE,2.5,['Restaurants'],,,,,,,,,
,35.2583973,-80.785812,FALSE,none,,FALSE,1946,Taqueria Allende,NC,,3.5,['Fast Food', 'Mexican', 'Restaurants'],,,,,,,
,35.256247,-80.791094,,,,FALSE,1765,Pho Daravan Restaurant,NC,,3.5,['Vietnamese', 'Restaurants'],,,,,,,,
FALSE,35.282594,-80.764065,FALSE,none,,FALSE,1931,South 21 Family Restaurant,NC,TRUE,5,['Breakfast & Brunch', 'Restaurants'],,,,,,,,
FALSE,35.293901,-80.741949,TRUE,full_bar,,FALSE,2088,Outback Steakhouse,NC,TRUE,3,['Steakhouses', 'Restaurants'],,,,,,,,
TRUE,35.256247,-80.791094,FALSE,none,,FALSE,1638,Hong Kong BBQ,NC,TRUE,4,['Food', 'Specialty Food', 'Meat Shops', 'Chinese', 'Restaurants'],,,,,
FALSE,35.294718,-80.751222,FALSE,none,,TRUE,1908,Ishi Japanese Restaurant,NC,TRUE,3,['Japanese', 'Restaurants'],,,,,,,,
FALSE,35.223248,-80.725492,FALSE,none,,FALSE,1840,Papa John's Pizza,NC,TRUE,2,['Pizza', 'Restaurants'],,,,,,,,
FALSE,35.234696,-80.737635,FALSE,none,,FALSE,2006,Golden Gate Express,NC,TRUE,3.5,['Chinese', 'Restaurants'],,,,,,,,
FALSE,35.2473079,-80.753341,FALSE,none,,FALSE,1950,Floyd's Restaurant II,NC,TRUE,3,['Southern', 'Restaurants'],,,,,,,,
FALSE,35.2523959,-80.6574994,FALSE,none,,FALSE,1806,China Garden,NC,TRUE,4,['Chinese', 'Restaurants'],,,,,,,,
,35.25125,-80.657081,,,,FALSE,2173,Wendy's,NC,,2,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
FALSE,35.183264,-80.919431,TRUE,full_bar,,TRUE,1883,Jocks & Jills Sports Grille,NC,TRUE,3,['Nightlife', 'Bars', 'American (Traditional)', 'Sports Bars', 'Restaurants'],,,,,
,35.183375,-80.903513,TRUE,none,,FALSE,2068,Parkway Cafe,NC,TRUE,4,['Cafes', 'Restaurants'],,,,,,,,
FALSE,35.14663128,-80.92431243,FALSE,none,,TRUE,1870,Showmars,NC,TRUE,4,['Greek', 'Restaurants'],,,,,,,,
FALSE,35.17818435,-80.87860107,FALSE,none,,TRUE,1868,HoneyBaked,NC,TRUE,4,['Food', 'Caterers', 'Specialty Food', 'Delis', 'Sandwiches', 'Restaurants', 'Event Planning & Services'],,,
,35.1685609,-80.874931,FALSE,none,,FALSE,1880,Harrigan's Gourmet Deli,NC,TRUE,4,['Delis', 'Restaurants'],,,,,,,,
,35.257103,-80.7363937,FALSE,none,,FALSE,1817,Papa John's Pizza,NC,TRUE,4,['Pizza', 'Restaurants'],,,,,,,,
FALSE,35.1813689,-80.883661,FALSE,full_bar,,FALSE,1831,Bankers Raw Bar,NC,TRUE,2.5,['Seafood', 'Bars', 'Nightlife', 'Restaurants'],,,,,,
FALSE,35.17529,-80.87592,FALSE,full_bar,,TRUE,1884,Villa Antonio Ristorante,NC,TRUE,3.5,['Restaurants', 'Italian'],,,,,,,,
,35.1685609,-80.874931,FALSE,none,,FALSE,2044,Toppers Pizza,NC,TRUE,3,['Pizza', 'Restaurants'],,,,,,,,
FALSE,35.139895,-80.8782389,FALSE,none,,FALSE,1870,Fortune Garden Chinese Restaurant,NC,TRUE,3.5,['Chinese', 'Restaurants'],,,,,,,,
,35.1783616,-80.8808277,TRUE,none,,FALSE,1812,Bojangles',NC,TRUE,3,['Fast Food', 'Southern', 'Chicken Wings', 'Restaurants'],,,,,,
,35.1848,-80.886411,FALSE,none,,FALSE,1752,Wendy's,NC,TRUE,2,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
,35.184465,-80.8867549,FALSE,none,,FALSE,1814,McDonald's,NC,TRUE,1.5,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
FALSE,35.1795027,-80.8840464,FALSE,,,FALSE,1829,International House of Pancakes,NC,TRUE,3,['Breakfast & Brunch', 'Restaurants'],,,,,,,,
FALSE,35.17543102,-80.87622749,FALSE,none,,,2058,Arby's,NC,TRUE,4,['Fast Food', 'Sandwiches', 'Restaurants'],,,,,,,
,35.1498258,-80.897416,,,,,1963,Burger King,NC,,1.5,['Burgers', 'Restaurants'],,,,,,,,
,35.246222,-80.7373696,FALSE,none,,FALSE,1986,Souper Salad,NC,TRUE,2.5,['American (Traditional)', 'Buffets', 'Restaurants'],,,,,,,
FALSE,35.178402,-80.882919,TRUE,full_bar,,TRUE,1661,Azteca Mexican Restaurant,NC,TRUE,3.5,['Mexican', 'Restaurants'],,,,,,,,
FALSE,35.174875,-80.875538,FALSE,,,FALSE,2038,Waffle House,NC,,3,['Restaurants'],,,,,,,,,
FALSE,35.163179,-80.887184,TRUE,full_bar,,TRUE,1868,The Men's Club of Charlotte,NC,FALSE,3.5,['Bars', 'Adult Entertainment', 'Cocktail Bars', 'Nightlife', 'American (New)', 'Restaurants'],,,,
FALSE,35.161153,-80.876261,FALSE,none,,FALSE,1972,Taco Bell,NC,TRUE,2.5,['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants'],,,,,,
FALSE,35.1596107,-80.87671395,FALSE,none,,TRUE,1849,Bill Spoon's Barbecue,NC,TRUE,4,['Barbeque', 'Restaurants'],,,,,,,,
,35.189003,-80.89231,FALSE,none,,FALSE,1887,Pressley Park Restaurant,NC,TRUE,3,['Breakfast & Brunch', 'American (Traditional)', 'Restaurants'],,,,,,,
FALSE,35.195329,-80.877023,TRUE,none,,TRUE,1967,Bedder Bedder & Moore,NC,TRUE,3.5,['Delis', 'Restaurants', 'Event Planning & Services', 'Caterers'],,,,,,
FALSE,35.136861,-80.903733,FALSE,none,,TRUE,1886,Jack in the Box,NC,TRUE,3,['Restaurants'],,,,,,,,,
,35.177752,-80.877699,FALSE,,,,1813,Kentucky Fried Chicken,NC,TRUE,2.5,['Fast Food', 'Restaurants'],,,,,,,,
TRUE,35.17954364,-80.88071935,FALSE,beer_and_wine,,TRUE,1912,Tryon House Restaurant,NC,TRUE,4,['Southern', 'Diners', 'Restaurants'],,,,,,,
FALSE,35.160745,-80.875674,FALSE,none,,FALSE,1991,The Clock Restaurant,NC,TRUE,3,['American (Traditional)', 'Restaurants'],,,,,,,,
FALSE,35.133849,-80.893405,FALSE,,,TRUE,1744,Big Apple Deli & Restaurant,NC,TRUE,3.5,['Restaurants'],,,,,,,,,
,35.1742701,-80.8756801,,,,,1928,Domino's Pizza,NC,,4,['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants'],,,,,,
FALSE,35.180592,-80.87991,FALSE,none,,FALSE,1706,Basil's Restaurant,NC,TRUE,3,['American (New)', 'Restaurants'],,,,,,,,
FALSE,35.1662531,-80.875921,FALSE,beer_and_wine,,TRUE,2059,Saigon Palace,NC,TRUE,4,['Vietnamese', 'Restaurants'],,,,,,,,
FALSE,35.180122,-80.89066,FALSE,full_bar,,TRUE,1864,Omaha Steak House,NC,TRUE,3,['Steakhouses', 'Restaurants'],,,,,,,,
FALSE,35.139429,-80.8760439,FALSE,beer_and_wine,,TRUE,1881,Taqueria Mexico,NC,TRUE,4,['Mexican', 'Restaurants'],,,,,,,,
,35.13577,-80.878767,,,,,1784,Sub Station II,NC,,4,['Restaurants'],,,,,,,,,
FALSE,35.17585405,-80.87776843,FALSE,none,,TRUE,1923,Firehouse Subs,NC,TRUE,3.5,['Delis', 'Fast Food', 'Sandwiches', 'Restaurants'],,,,,,
TRUE,35.1377434,-80.8781279,FALSE,none,,TRUE,1933,China Wing,NC,TRUE,4,['Korean', 'Chinese', 'Restaurants'],,,,,,,
FALSE,35.155407,-80.875309,FALSE,beer_and_wine,,TRUE,1785,Jaipur Indian Restaurant,NC,TRUE,3.5,['Indian', 'Restaurants'],,,,,,,,
FALSE,35.14990363,-80.9262875,FALSE,none,,TRUE,1961,La'Wan's Soul Food Restaurant,NC,TRUE,4,['Soul Food', 'Southern', 'Restaurants'],,,,,,,
FALSE,35.142916,-80.906798,TRUE,none,,FALSE,1911,Cafe On Red Oak,NC,TRUE,4,['American (Traditional)', 'Restaurants'],,,,,,,,
,35.21051,-80.690262,FALSE,none,,FALSE,1900,China Fun,NC,TRUE,4,['Chinese', 'Restaurants'],,,,,,,,
,35.203013,-80.722619,FALSE,none,,FALSE,1825,Burger King,NC,TRUE,2,['Burgers', 'Restaurants'],,,,,,,,
FALSE,35.163253,-80.741246,TRUE,beer_and_wine,,TRUE,1911,Whooli's Grill,NC,TRUE,4,['Sandwiches', 'Chicken Wings', 'Restaurants'],,,,,,,
FALSE,35.161233,-80.739185,FALSE,none,,FALSE,1845,K & W Cafeteria,NC,TRUE,3.5,['Cafes', 'Restaurants'],,,,,,,,
FALSE,35.210659,-80.6861459,FALSE,,,FALSE,1779,The Seafarer,NC,TRUE,3,['Seafood', 'Restaurants'],,,,,,,,
FALSE,35.1632052,-80.738059,FALSE,none,,FALSE,1890,Jersey Mike's Subs,NC,TRUE,3,['Delis', 'Fast Food', 'Sandwiches', 'Restaurants'],,,,,,
,35.211106,-80.69093,FALSE,none,,FALSE,1999,Chick-Fil-A,NC,TRUE,4.5,['Fast Food', 'Restaurants'],,,,,,,,
FALSE,35.186895,-80.689738,TRUE,,,,2128,McDonald's,NC,TRUE,3,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
FALSE,35.1877937,-80.6908861,,,,,1859,KFC,NC,,2.5,['Fast Food', 'Chicken Wings', 'Restaurants'],,,,,,,
TRUE,35.2109672,-80.6876886,TRUE,full_bar,,TRUE,1771,Big Al's Pub & Grubberia,NC,TRUE,3.5,['Pubs', 'Bars', 'American (Traditional)', 'Nightlife', 'Restaurants'],,,,,
FALSE,35.16117,-80.7399631,FALSE,,,FALSE,1939,Empress of China II,NC,TRUE,2.5,['Chinese', 'Restaurants'],,,,,,,,
FALSE,35.221572,-80.723541,FALSE,none,,FALSE,1976,Aggie's Ice Cream & Grill,NC,TRUE,3,['Diners', 'Restaurants'],,,,,,,,
FALSE,35.203477,-80.7216047,FALSE,beer_and_wine,,TRUE,1797,Woodlands,NC,TRUE,4,['Vegetarian', 'Indian', 'Restaurants'],,,,,,,
FALSE,35.1862378,-80.6879768,FALSE,none,,FALSE,1703,Hop Feng 2,NC,TRUE,3.5,['Chinese', 'Restaurants'],,,,,,,,
,35.1871766,-80.6872643,,,,,1752,Pizza Hut,NC,TRUE,2.5,['Italian', 'Pizza', 'Chicken Wings', 'Restaurants'],,,,,,
FALSE,35.147172,-80.725712,FALSE,full_bar,,TRUE,1899,Chilis,NC,TRUE,2.5,['American (Traditional)', 'Restaurants'],,,,,,,,
FALSE,35.3431318,-80.7687321,FALSE,none,,FALSE,1740,Subway,NC,TRUE,3,['Fast Food', 'Sandwiches', 'Restaurants'],,,,,,,
,35.3431318,-80.7687321,,none,,,1837,Golden Coast 2,NC,TRUE,3.5,['Restaurants'],,,,,,,,,
,35.30858,-80.8440959,FALSE,,,,2077,McDonald's,NC,TRUE,1.5,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
FALSE,35.333765,-80.793683,FALSE,none,,FALSE,1853,Wendy's,NC,TRUE,2,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
,35.3337069,-80.7951329,FALSE,,,TRUE,1832,Pizza Hut,NC,TRUE,1,['Italian', 'Pizza', 'Chicken Wings', 'Restaurants'],,,,,,
FALSE,35.341053,-80.8345464,FALSE,,,,1888,Waffle House,NC,TRUE,3.5,['Breakfast & Brunch', 'Restaurants'],,,,,,,,
FALSE,35.333813,-80.79141,FALSE,,,FALSE,1775,Midtown Sundries,NC,TRUE,3,['Nightlife', 'Bars', 'Sports Bars', 'Restaurants'],,,,,,
FALSE,35.3078791,-80.8439304,FALSE,none,,FALSE,1922,Hardee's,NC,TRUE,3.5,['Burgers', 'Hot Dogs', 'Restaurants'],,,,,,,
FALSE,35.3349649,-80.794672,FALSE,none,,TRUE,1877,Lotus Chinese Cuisine,NC,TRUE,3,['Chinese', 'Restaurants'],,,,,,,,
FALSE,35.347673,-80.842195,FALSE,none,,TRUE,1830,Bob Evans,NC,TRUE,3,['Breakfast & Brunch', 'American (Traditional)', 'Restaurants'],,,,,,,
,35.348357,-80.844233,,,,,1987,Arby's,NC,TRUE,4.5,['American (New)', 'Restaurants'],,,,,,,,
FALSE,35.306559,-80.840372,FALSE,none,,TRUE,1896,Pagoda Chinese Restaurant,NC,TRUE,3,['Chinese', 'Restaurants'],,,,,,,,
,35.380887,-80.762916,,,,,1994,Highland Creek Golf Club,NC,,3,['Bars', 'Golf', 'Comfort Food', 'Nightlife', 'Active Life', 'Sports Bars', 'Restaurants'],,,
FALSE,35.3337519,-80.797556,FALSE,none,,FALSE,1698,McDonald's,NC,TRUE,2,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
FALSE,35.333953,-80.79197,TRUE,none,,TRUE,1868,Jason's Deli,NC,TRUE,4,['Delis', 'Restaurants'],,,,,,,,
FALSE,35.34807,-80.843388,TRUE,none,,TRUE,1804,Jack-In-the-Box,NC,TRUE,4.5,['Fast Food', 'Restaurants'],,,,,,,,
FALSE,35.367179,-80.786418,FALSE,beer_and_wine,,TRUE,1860,Due Amici Pizza,NC,TRUE,4.5,['Pizza', 'Restaurants'],,,,,,,,
FALSE,35.134023,-80.939087,FALSE,none,,FALSE,1798,Domino's Pizza,NC,TRUE,3,['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants'],,,,,,
FALSE,35.14425,-80.929453,FALSE,none,,FALSE,2061,Chick-fil-A,NC,TRUE,4,['Fast Food', 'Restaurants'],,,,,,,,
TRUE,35.11704,-80.9564,FALSE,full_bar,,TRUE,1940,Wing King Cafe,NC,TRUE,4,['American (Traditional)', 'Chicken Wings', 'Restaurants'],,,,,,,
FALSE,35.143934,-80.930838,FALSE,none,,FALSE,1902,Arby's,NC,TRUE,3.5,['Fast Food', 'Restaurants'],,,,,,,,
,35.128771,-80.977071,FALSE,full_bar,,FALSE,1776,Hissho Sushi,NC,TRUE,2,['Sushi Bars', 'Japanese', 'Restaurants'],,,,,,,
FALSE,35.117001,-80.961721,FALSE,none,,FALSE,1789,Jersey Mike's Subs,NC,TRUE,4,['Delis', 'Fast Food', 'Sandwiches', 'Restaurants'],,,,,,
FALSE,35.131085,-80.945076,FALSE,none,,TRUE,1911,Steele Creek Cafe,NC,TRUE,3.5,['American (Traditional)', 'Restaurants'],,,,,,,,
FALSE,35.136573,-80.90666,FALSE,none,,FALSE,2160,Wendy's,NC,TRUE,2.5,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
,35.104843,-80.879766,,,,,1942,Chick-Fil-A,NC,,2.5,['Fast Food', 'Restaurants'],,,,,,,,
FALSE,35.1059089,-80.881563,FALSE,none,,FALSE,1925,Steak'n Shake,NC,TRUE,3,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
FALSE,35.107271,-80.880374,FALSE,none,,FALSE,1916,McDonald's,NC,TRUE,1,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
FALSE,35.117001,-80.961721,FALSE,none,,FALSE,1753,China Tea Room,NC,TRUE,3.5,['Chinese', 'Restaurants'],,,,,,,,
FALSE,35.144181,-80.933407,FALSE,full_bar,,TRUE,1993,Chili's Grill & Bar,NC,TRUE,3,['American (New)', 'Restaurants'],,,,,,,,
FALSE,35.13893196,-80.9340477,FALSE,none,,FALSE,2033,Pan China Cafe,NC,TRUE,3,['Chinese', 'Restaurants'],,,,,,,,
,35.1124546,-80.9189329,,,,,1858,Jack In the Box,NC,TRUE,2.5,['Fast Food', 'Restaurants'],,,,,,,,
FALSE,35.134899,-80.940349,FALSE,beer_and_wine,,TRUE,1819,Royal Panda,NC,TRUE,3,['Chinese', 'Restaurants'],,,,,,,,
FALSE,35.143459,-80.930412,FALSE,full_bar,,TRUE,2026,O'Charley's,NC,TRUE,2.5,['Breakfast & Brunch', 'American (Traditional)', 'Restaurants'],,,,,,,
,35.143937,-80.929931,,none,,FALSE,1972,McDonald's,NC,TRUE,2.5,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
FALSE,35.143764,-80.93149,FALSE,none,,FALSE,2081,International House of Pancakes,NC,TRUE,3,['Breakfast & Brunch', 'Restaurants'],,,,,,,,
FALSE,35.11312,-80.922262,FALSE,none,,FALSE,2051,Waffle House,NC,TRUE,4,['Fast Food', 'American (Traditional)', 'Restaurants'],,,,,,,
FALSE,35.13005,-80.937648,FALSE,none,,FALSE,1812,John's Family Restaurant,NC,TRUE,3,['American (Traditional)', 'Restaurants'],,,,,,,,
